PREDICTION RESULTS
=================

Sample sample_00000023: Ground Truth: angry, Predicted: angry
Sample samplenew_00058297: Ground Truth: sad, Predicted: sad
Sample samplenew_00058339: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00058366: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00058375: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00058388: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00058390: Ground Truth: angry, Predicted: fear
Sample samplenew_00058394: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00058437: Ground Truth: sad, Predicted: sad
Sample samplenew_00058444: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00058501: Ground Truth: angry, Predicted: angry
Sample samplenew_00058506: Ground Truth: happy, Predicted: happy
Sample samplenew_00058511: Ground Truth: sad, Predicted: sad
Sample samplenew_00058518: Ground Truth: happy, Predicted: happy
Sample samplenew_00058545: Ground Truth: neutral, Predicted: happy
Sample samplenew_00058558: Ground Truth: angry, Predicted: angry
Sample samplenew_00058572: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00058599: Ground Truth: angry, Predicted: angry
Sample samplenew_00058603: Ground Truth: sad, Predicted: worried
Sample samplenew_00058615: Ground Truth: sad, Predicted: sad
Sample samplenew_00058644: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00058656: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00058708: Ground Truth: fear, Predicted: fear
Sample samplenew_00058727: Ground Truth: sad, Predicted: fear
Sample samplenew_00058737: Ground Truth: angry, Predicted: angry
Sample samplenew_00058745: Ground Truth: contempt, Predicted: happy
Sample samplenew_00058764: Ground Truth: sad, Predicted: sad
Sample samplenew_00058768: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00058788: Ground Truth: happy, Predicted: happy
Sample samplenew_00058818: Ground Truth: sad, Predicted: sad
Sample samplenew_00058912: Ground Truth: angry, Predicted: worried
Sample samplenew_00058918: Ground Truth: sad, Predicted: sad
Sample samplenew_00058934: Ground Truth: angry, Predicted: angry
Sample samplenew_00058945: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00058953: Ground Truth: angry, Predicted: sad
Sample samplenew_00058994: Ground Truth: angry, Predicted: fear
Sample samplenew_00059028: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059090: Ground Truth: happy, Predicted: happy
Sample samplenew_00059115: Ground Truth: fear, Predicted: fear
Sample samplenew_00059152: Ground Truth: sad, Predicted: sad
Sample samplenew_00059181: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059219: Ground Truth: sad, Predicted: sad
Sample samplenew_00059230: Ground Truth: angry, Predicted: angry
Sample samplenew_00059249: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00059250: Ground Truth: angry, Predicted: worried
Sample samplenew_00059275: Ground Truth: sad, Predicted: sad
Sample samplenew_00059312: Ground Truth: sad, Predicted: sad
Sample samplenew_00059327: Ground Truth: worried, Predicted: worried
Sample samplenew_00059354: Ground Truth: happy, Predicted: happy
Sample samplenew_00059370: Ground Truth: angry, Predicted: fear
Sample samplenew_00059373: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059386: Ground Truth: sad, Predicted: sad
Sample samplenew_00059405: Ground Truth: neutral, Predicted: worried
Sample samplenew_00059436: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00059445: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059526: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059533: Ground Truth: worried, Predicted: worried
Sample samplenew_00059573: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059587: Ground Truth: sad, Predicted: sad
Sample samplenew_00059598: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00059599: Ground Truth: sad, Predicted: sad
Sample samplenew_00059639: Ground Truth: worried, Predicted: worried
Sample samplenew_00059667: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059677: Ground Truth: angry, Predicted: angry
Sample samplenew_00059700: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059783: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00059806: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059809: Ground Truth: angry, Predicted: angry
Sample samplenew_00059813: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00059819: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059849: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059873: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059885: Ground Truth: angry, Predicted: fear
Sample samplenew_00059888: Ground Truth: worried, Predicted: worried
Sample samplenew_00059897: Ground Truth: worried, Predicted: worried
Sample samplenew_00059911: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059922: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00059926: Ground Truth: angry, Predicted: worried
Sample samplenew_00059936: Ground Truth: worried, Predicted: worried
Sample samplenew_00059954: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00059955: Ground Truth: happy, Predicted: happy
Sample samplenew_00060004: Ground Truth: angry, Predicted: angry
Sample samplenew_00060010: Ground Truth: angry, Predicted: angry
Sample samplenew_00060016: Ground Truth: sad, Predicted: sad
Sample samplenew_00060029: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060043: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060068: Ground Truth: happy, Predicted: happy
Sample samplenew_00060089: Ground Truth: angry, Predicted: angry
Sample samplenew_00060126: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060160: Ground Truth: sad, Predicted: sad
Sample samplenew_00060173: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060179: Ground Truth: angry, Predicted: angry
Sample samplenew_00060189: Ground Truth: angry, Predicted: angry
Sample samplenew_00060203: Ground Truth: sad, Predicted: sad
Sample samplenew_00060213: Ground Truth: worried, Predicted: worried
Sample samplenew_00060243: Ground Truth: angry, Predicted: angry
Sample samplenew_00060261: Ground Truth: worried, Predicted: worried
Sample samplenew_00060312: Ground Truth: angry, Predicted: angry
Sample samplenew_00060332: Ground Truth: sad, Predicted: sad
Sample samplenew_00060344: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060414: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060415: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060418: Ground Truth: worried, Predicted: worried
Sample samplenew_00060425: Ground Truth: sad, Predicted: fear
Sample samplenew_00060428: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00060452: Ground Truth: happy, Predicted: happy
Sample samplenew_00060468: Ground Truth: sad, Predicted: sad
Sample samplenew_00060491: Ground Truth: sad, Predicted: fear
Sample samplenew_00060495: Ground Truth: angry, Predicted: worried
Sample samplenew_00060555: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060590: Ground Truth: sad, Predicted: worried
Sample samplenew_00060607: Ground Truth: sad, Predicted: sad
Sample samplenew_00060656: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060666: Ground Truth: sad, Predicted: sad
Sample samplenew_00060667: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060670: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060726: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060759: Ground Truth: sad, Predicted: sad
Sample samplenew_00060770: Ground Truth: angry, Predicted: angry
Sample samplenew_00060797: Ground Truth: sad, Predicted: sad
Sample samplenew_00060820: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060827: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060828: Ground Truth: angry, Predicted: angry
Sample samplenew_00060852: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060855: Ground Truth: happy, Predicted: happy
Sample samplenew_00060861: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060866: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060868: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060872: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00060926: Ground Truth: sad, Predicted: worried
Sample samplenew_00060946: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00060958: Ground Truth: happy, Predicted: happy
Sample samplenew_00061012: Ground Truth: happy, Predicted: happy
Sample samplenew_00061017: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061031: Ground Truth: worried, Predicted: worried
Sample samplenew_00061034: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061045: Ground Truth: angry, Predicted: angry
Sample samplenew_00061049: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061072: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00061089: Ground Truth: angry, Predicted: fear
Sample samplenew_00061156: Ground Truth: happy, Predicted: happy
Sample samplenew_00061162: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061173: Ground Truth: worried, Predicted: worry
Sample samplenew_00061174: Ground Truth: fear, Predicted: worried
Sample samplenew_00061200: Ground Truth: fear, Predicted: fear
Sample samplenew_00061242: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061259: Ground Truth: happy, Predicted: happy
Sample samplenew_00061262: Ground Truth: angry, Predicted: angry
Sample samplenew_00061309: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061329: Ground Truth: sad, Predicted: sad
Sample samplenew_00061346: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061350: Ground Truth: sad, Predicted: sad
Sample samplenew_00061364: Ground Truth: angry, Predicted: angry
Sample samplenew_00061451: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061455: Ground Truth: sad, Predicted: sad
Sample samplenew_00061457: Ground Truth: sad, Predicted: sad
Sample samplenew_00061485: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061486: Ground Truth: worried, Predicted: worried
Sample samplenew_00061496: Ground Truth: happy, Predicted: happy
Sample samplenew_00061500: Ground Truth: angry, Predicted: angry
Sample samplenew_00061503: Ground Truth: sad, Predicted: sad
Sample samplenew_00061535: Ground Truth: angry, Predicted: angry
Sample samplenew_00061536: Ground Truth: sad, Predicted: worried
Sample samplenew_00061607: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061611: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061620: Ground Truth: angry, Predicted: angry
Sample samplenew_00061683: Ground Truth: worried, Predicted: worried
Sample samplenew_00061692: Ground Truth: happy, Predicted: happy
Sample samplenew_00061693: Ground Truth: sad, Predicted: sad
Sample samplenew_00061695: Ground Truth: sad, Predicted: sad
Sample samplenew_00061696: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061709: Ground Truth: angry, Predicted: angry
Sample samplenew_00061747: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061786: Ground Truth: sad, Predicted: sad
Sample samplenew_00061800: Ground Truth: sad, Predicted: sad
Sample samplenew_00061824: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061836: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061844: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061849: Ground Truth: happy, Predicted: happy
Sample samplenew_00061851: Ground Truth: angry, Predicted: angry
Sample samplenew_00061862: Ground Truth: sad, Predicted: sad
Sample samplenew_00061920: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061927: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00061968: Ground Truth: sad, Predicted: sad
Sample samplenew_00061972: Ground Truth: sad, Predicted: sad
Sample samplenew_00061994: Ground Truth: worried, Predicted: worried
Sample samplenew_00062002: Ground Truth: sad, Predicted: sad
Sample samplenew_00062008: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062024: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062029: Ground Truth: angry, Predicted: angry
Sample samplenew_00062046: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062070: Ground Truth: worried, Predicted: worried
Sample samplenew_00062071: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062104: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062122: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062197: Ground Truth: angry, Predicted: angry
Sample samplenew_00062220: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062236: Ground Truth: sad, Predicted: sad
Sample samplenew_00062268: Ground Truth: angry, Predicted: angry
Sample samplenew_00062273: Ground Truth: sad, Predicted: sad
Sample samplenew_00062278: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062293: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062295: Ground Truth: sad, Predicted: sad
Sample samplenew_00062351: Ground Truth: worried, Predicted: worried
Sample samplenew_00062381: Ground Truth: sad, Predicted: sad
Sample samplenew_00062382: Ground Truth: sad, Predicted: sad
Sample samplenew_00062394: Ground Truth: angry, Predicted: angry
Sample samplenew_00062396: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062399: Ground Truth: sad, Predicted: sad
Sample samplenew_00062406: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062454: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062480: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062527: Ground Truth: angry, Predicted: angry
Sample samplenew_00062538: Ground Truth: angry, Predicted: angry
Sample samplenew_00062548: Ground Truth: sad, Predicted: sad
Sample samplenew_00062550: Ground Truth: sad, Predicted: sad
Sample samplenew_00062568: Ground Truth: angry, Predicted: neutral
Sample samplenew_00062572: Ground Truth: happy, Predicted: happy
Sample samplenew_00062575: Ground Truth: sad, Predicted: sad
Sample samplenew_00062583: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062595: Ground Truth: neutral, Predicted: happy
Sample samplenew_00062612: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062630: Ground Truth: angry, Predicted: angry
Sample samplenew_00062635: Ground Truth: happy, Predicted: happy
Sample samplenew_00062656: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062658: Ground Truth: sad, Predicted: worried
Sample samplenew_00062704: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062707: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062727: Ground Truth: angry, Predicted: angry
Sample samplenew_00062732: Ground Truth: sad, Predicted: sad
Sample samplenew_00062742: Ground Truth: sad, Predicted: sad
Sample samplenew_00062780: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062781: Ground Truth: happy, Predicted: happy
Sample samplenew_00062784: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062821: Ground Truth: happy, Predicted: happy
Sample samplenew_00062825: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062841: Ground Truth: neutral, Predicted: happy
Sample samplenew_00062842: Ground Truth: happy, Predicted: happy
Sample samplenew_00062860: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00062861: Ground Truth: happy, Predicted: happy
Sample samplenew_00062872: Ground Truth: sad, Predicted: fear
Sample samplenew_00062881: Ground Truth: sad, Predicted: fear
Sample samplenew_00062983: Ground Truth: angry, Predicted: angry
Sample samplenew_00063029: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063036: Ground Truth: sad, Predicted: fear
Sample samplenew_00063050: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063077: Ground Truth: sad, Predicted: fear
Sample samplenew_00063090: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063131: Ground Truth: happy, Predicted: happy
Sample samplenew_00063132: Ground Truth: worried, Predicted: worried
Sample samplenew_00063171: Ground Truth: happy, Predicted: happy
Sample samplenew_00063173: Ground Truth: happy, Predicted: happy
Sample samplenew_00063182: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063213: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063225: Ground Truth: sad, Predicted: sad
Sample samplenew_00063236: Ground Truth: worried, Predicted: worried
Sample samplenew_00063268: Ground Truth: angry, Predicted: angry
Sample samplenew_00063279: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063284: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063304: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00063323: Ground Truth: sad, Predicted: sad
Sample samplenew_00063325: Ground Truth: sad, Predicted: sad
Sample samplenew_00063326: Ground Truth: sad, Predicted: sad
Sample samplenew_00063355: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063367: Ground Truth: happy, Predicted: happy
Sample samplenew_00063395: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063414: Ground Truth: angry, Predicted: angry
Sample samplenew_00063432: Ground Truth: angry, Predicted: angry
Sample samplenew_00063460: Ground Truth: sad, Predicted: sad
Sample samplenew_00063466: Ground Truth: angry, Predicted: angry
Sample samplenew_00063498: Ground Truth: sad, Predicted: sad
Sample samplenew_00063549: Ground Truth: angry, Predicted: angry
Sample samplenew_00063568: Ground Truth: sad, Predicted: sad
Sample samplenew_00063576: Ground Truth: sad, Predicted: sad
Sample samplenew_00063585: Ground Truth: happy, Predicted: neutral
Sample samplenew_00063605: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063627: Ground Truth: sad, Predicted: worried
Sample samplenew_00063632: Ground Truth: worried, Predicted: worried
Sample samplenew_00063637: Ground Truth: worried, Predicted: worried
Sample samplenew_00063662: Ground Truth: worried, Predicted: worried
Sample samplenew_00063663: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063670: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00063704: Ground Truth: fear, Predicted: fear
Sample samplenew_00063733: Ground Truth: sad, Predicted: sad
Sample samplenew_00063734: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00063740: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063745: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063746: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063760: Ground Truth: angry, Predicted: angry
Sample samplenew_00063777: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063792: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00063798: Ground Truth: sad, Predicted: sad
Sample samplenew_00063808: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063809: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063828: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063837: Ground Truth: sad, Predicted: sad
Sample samplenew_00063848: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063864: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063881: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063906: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063919: Ground Truth: worried, Predicted: worried
Sample samplenew_00063948: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00063967: Ground Truth: sad, Predicted: sad
Sample samplenew_00063976: Ground Truth: worried, Predicted: worried
Sample samplenew_00064001: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064002: Ground Truth: sad, Predicted: sad
Sample samplenew_00064015: Ground Truth: sad, Predicted: sad
Sample samplenew_00064016: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00064025: Ground Truth: worried, Predicted: worried
Sample samplenew_00064047: Ground Truth: sad, Predicted: sad
Sample samplenew_00064050: Ground Truth: sad, Predicted: sad
Sample samplenew_00064059: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064062: Ground Truth: worried, Predicted: worried
Sample samplenew_00064066: Ground Truth: angry, Predicted: angry
Sample samplenew_00064078: Ground Truth: fear, Predicted: surprise
Sample samplenew_00064210: Ground Truth: angry, Predicted: angry
Sample samplenew_00064232: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064245: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064258: Ground Truth: angry, Predicted: angry
Sample samplenew_00064262: Ground Truth: happy, Predicted: happy
Sample samplenew_00064267: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064275: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064302: Ground Truth: sad, Predicted: sad
Sample samplenew_00064314: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064320: Ground Truth: angry, Predicted: angry
Sample samplenew_00064329: Ground Truth: sad, Predicted: sad
Sample samplenew_00064334: Ground Truth: happy, Predicted: happy
Sample samplenew_00064348: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00064369: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064418: Ground Truth: sad, Predicted: sad
Sample samplenew_00064434: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064455: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00064474: Ground Truth: angry, Predicted: angry
Sample samplenew_00064483: Ground Truth: sad, Predicted: sad
Sample samplenew_00064489: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064500: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064512: Ground Truth: sad, Predicted: sad
Sample samplenew_00064537: Ground Truth: worried, Predicted: worried
Sample samplenew_00064538: Ground Truth: worried, Predicted: worried
Sample samplenew_00064559: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064566: Ground Truth: sad, Predicted: sad
Sample samplenew_00064568: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064571: Ground Truth: happy, Predicted: happy
Sample samplenew_00064582: Ground Truth: sad, Predicted: sad
Sample samplenew_00064583: Ground Truth: happy, Predicted: happy
Sample samplenew_00064592: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064614: Ground Truth: angry, Predicted: angry
Sample samplenew_00064636: Ground Truth: worried, Predicted: worried
Sample samplenew_00064649: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064661: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064681: Ground Truth: angry, Predicted: angry
Sample samplenew_00064726: Ground Truth: sad, Predicted: sad
Sample samplenew_00064733: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064737: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064797: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064817: Ground Truth: angry, Predicted: angry
Sample samplenew_00064821: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00064856: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064858: Ground Truth: sad, Predicted: sad
Sample samplenew_00064862: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00064865: Ground Truth: happy, Predicted: happy
Sample samplenew_00064899: Ground Truth: worried, Predicted: worried
Sample samplenew_00064911: Ground Truth: sad, Predicted: sad
Sample samplenew_00064916: Ground Truth: sad, Predicted: fear
Sample samplenew_00064926: Ground Truth: sad, Predicted: sad
Sample samplenew_00064991: Ground Truth: worried, Predicted: worried
Sample samplenew_00064997: Ground Truth: fear, Predicted: worried
Sample samplenew_00065000: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065003: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065006: Ground Truth: angry, Predicted: fear
Sample samplenew_00065019: Ground Truth: sad, Predicted: sad
Sample samplenew_00065032: Ground Truth: happy, Predicted: happy
Sample samplenew_00065086: Ground Truth: angry, Predicted: doubt
Sample samplenew_00065091: Ground Truth: angry, Predicted: angry
Sample samplenew_00065094: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065131: Ground Truth: happy, Predicted: happy
Sample samplenew_00065159: Ground Truth: sad, Predicted: sad
Sample samplenew_00065163: Ground Truth: sad, Predicted: sad
Sample samplenew_00065169: Ground Truth: worried, Predicted: worried
Sample samplenew_00065172: Ground Truth: sad, Predicted: sad
Sample samplenew_00065199: Ground Truth: sad, Predicted: sad
Sample samplenew_00065236: Ground Truth: angry, Predicted: angry
Sample samplenew_00065240: Ground Truth: angry, Predicted: angry
Sample samplenew_00065257: Ground Truth: sad, Predicted: sad
Sample samplenew_00065262: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065284: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065286: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065298: Ground Truth: angry, Predicted: fear
Sample samplenew_00065353: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065356: Ground Truth: sad, Predicted: sad
Sample samplenew_00065363: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065370: Ground Truth: sad, Predicted: fear
Sample samplenew_00065402: Ground Truth: sad, Predicted: sad
Sample samplenew_00065405: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065413: Ground Truth: sad, Predicted: sad
Sample samplenew_00065440: Ground Truth: angry, Predicted: angry
Sample samplenew_00065453: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065491: Ground Truth: sad, Predicted: sad
Sample samplenew_00065501: Ground Truth: angry, Predicted: fear
Sample samplenew_00065506: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065511: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00065521: Ground Truth: worried, Predicted: worried
Sample samplenew_00065532: Ground Truth: sad, Predicted: sad
Sample samplenew_00065548: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065560: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00065607: Ground Truth: angry, Predicted: fear
Sample samplenew_00065641: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065662: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065685: Ground Truth: sad, Predicted: sad
Sample samplenew_00065699: Ground Truth: angry, Predicted: fear
Sample samplenew_00065717: Ground Truth: sad, Predicted: sad
Sample samplenew_00065738: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065756: Ground Truth: angry, Predicted: angry
Sample samplenew_00065762: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065775: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00065788: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065838: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00065842: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065847: Ground Truth: angry, Predicted: angry
Sample samplenew_00065896: Ground Truth: angry, Predicted: angry
Sample samplenew_00065939: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065949: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00065994: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00066006: Ground Truth: sad, Predicted: sad
Sample samplenew_00066014: Ground Truth: angry, Predicted: fear
Sample samplenew_00066059: Ground Truth: angry, Predicted: angry
Sample samplenew_00066114: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00066126: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00066140: Ground Truth: sad, Predicted: sad
Sample samplenew_00066145: Ground Truth: sad, Predicted: sad
Sample samplenew_00066153: Ground Truth: angry, Predicted: fear
Sample samplenew_00066163: Ground Truth: sad, Predicted: sad
Sample samplenew_00066194: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00066196: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00066200: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00066213: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00066216: Ground Truth: sad, Predicted: sad
Sample samplenew_00066219: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00066221: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00066222: Ground Truth: angry, Predicted: angry
Sample samplenew_00066227: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00066241: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00066249: Ground Truth: sad, Predicted: fear
Sample samplenew_00066303: Ground Truth: sad, Predicted: doubt
Sample samplenew_00066320: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00066340: Ground Truth: angry, Predicted: angry
Sample samplenew_00066357: Ground Truth: angry, Predicted: angry
Sample samplenew_00066431: Ground Truth: angry, Predicted: angry
Sample samplenew_00066439: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00066457: Ground Truth: angry, Predicted: angry
Sample samplenew_00066493: Ground Truth: happy, Predicted: happy
Sample samplenew_00066505: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00066509: Ground Truth: neutral, Predicted: neutral
